,"w=0.9,a1=a2=1","w=0.7,a1=a2=1.4","w=0.7,a1=a2=2","w=0.7,a1=1.6,a2=0.6","w=0.5,a1=a2=2","w=0.3,a1=a2=2","w=0.1,a1=a2=2"
0,199.90157047562897,87.4737943631354,299.1930787815508,86.9282342003365,175.870510090404,196.28692821942252,198.82831653994
1,150.55440171341928,84.34873511221379,199.76579566923346,72.13409094364332,146.60653722122512,156.55812362755543,172.80199768034808
2,148.93981484083102,79.73533015668721,192.92890166640163,66.56402938417632,137.17387418104587,139.366466053866,149.8899325319207
3,146.77116205987124,75.53566318310307,175.00551059999694,63.71982133962832,131.7747800545288,132.12879817431667,140.7360578434349
4,145.27330666673348,73.55562581402914,170.81731279479246,59.97121881925952,126.51597553682589,117.10253665829308,130.87450035618434
5,144.70851674924052,71.55202140577107,141.912612459192,57.6889271360812,119.37476546673348,115.2587125035273,125.36975212452055
6,143.44729607292464,69.42115276072128,141.10826031155068,52.80227289099111,113.53604053145455,111.92815675588709,118.86193179509573
7,142.23151505583323,68.39152871905493,139.51273646485453,51.58934702413904,110.59766128525175,104.63804910851492,112.3703535490742
8,142.23151505583323,65.51606538210028,137.21162602822668,49.25432936042334,107.49452392413652,101.32342717334917,103.82667970877812
9,141.9513072516531,64.24069125574539,128.12151907699436,48.49128553919614,104.49467123222156,92.72284653067196,100.38070956621759
10,141.9513072516531,63.22391155058664,126.09714374994023,47.472930658129506,101.92853770785442,90.17695497578583,95.2621553142364
11,141.9513072516531,61.57431276884329,125.08315116641833,45.71050066653867,99.14463732431219,87.93529150120288,90.85082643189604
12,141.68265373926369,58.59196080400842,125.08315116641833,43.5154288377595,94.6916358023409,84.92793263157903,87.70986569248603
13,141.68265373926369,57.511745730203394,123.19379223062673,41.15406870812708,93.76682705946456,82.98961361361985,84.2384779402005
14,141.68265373926369,56.60269051520838,122.94596742891271,39.576358929828764,92.39910908855622,78.69403172764305,81.45783692731393
