,"w=0.7,a1=a2=2"
1361,44.77163895262058
1362,44.77163895262058
1363,44.77163895262058
1364,44.77163895262058
1365,44.425833761976456
1366,44.425833761976456
1367,44.425833761976456
1368,44.425833761976456
1369,44.425833761976456
1370,44.425833761976456
1371,44.425833761976456
1372,44.425833761976456
1373,44.425833761976456
1374,44.425833761976456
1375,44.425833761976456
1376,44.425833761976456
1377,44.425833761976456
1378,44.425833761976456
1379,44.425833761976456
1380,44.425833761976456
1381,44.425833761976456
1382,44.425833761976456
1383,44.425833761976456
1384,44.425833761976456
1385,44.425833761976456
1386,44.425833761976456
1387,44.425833761976456
1388,44.425833761976456
1389,44.425833761976456
1390,44.425833761976456
1391,44.425833761976456
1392,44.425833761976456
1393,44.425833761976456
1394,44.425833761976456
1395,44.425833761976456
1396,44.425833761976456
1397,44.425833761976456
1398,44.425833761976456
1399,44.425833761976456
1400,44.425833761976456
1401,44.137485711686374
1402,44.137485711686374
1403,44.137485711686374
1404,44.137485711686374
1405,44.137485711686374
1406,44.137485711686374
1407,44.137485711686374
1408,44.137485711686374
1409,44.137485711686374
1410,44.137485711686374
1411,44.137485711686374
1412,44.137485711686374
1413,44.137485711686374
1414,44.137485711686374
1415,44.137485711686374
1416,44.137485711686374
1417,44.137485711686374
1418,44.137485711686374
1419,44.137485711686374
1420,44.00136330366446
1421,44.00136330366446
1422,44.00136330366446
1423,44.00136330366446
1424,44.00136330366446
1425,44.00136330366446
1426,44.00136330366446
1427,44.00136330366446
1428,44.00136330366446
1429,44.00136330366446
1430,44.00136330366446
1431,44.00136330366446
1432,44.00136330366446
1433,44.00136330366446
1434,44.00136330366446
1435,44.00136330366446
1436,44.00136330366446
1437,44.00136330366446
1438,44.00136330366446
1439,44.00136330366446
1440,44.00136330366446
1441,44.00136330366446
1442,44.00136330366446
1443,44.00136330366446
1444,44.00136330366446
1445,44.00136330366446
1446,44.00136330366446
1447,44.00136330366446
1448,44.00136330366446
1449,44.00136330366446
1450,44.00136330366446
1451,44.00136330366446
1452,44.00136330366446
1453,44.00136330366446
1454,44.00136330366446
1455,44.00136330366446
1456,44.00136330366446
1457,44.00136330366446
1458,44.00136330366446
1459,44.00136330366446
1460,44.00136330366446
1461,44.00136330366446
1462,44.00136330366446
1463,44.00136330366446
1464,44.00136330366446
1465,44.00136330366446
1466,44.00136330366446
1467,44.00136330366446
1468,44.00136330366446
1469,44.00136330366446
1470,44.00136330366446
1471,44.00136330366446
1472,44.00136330366446
1473,44.00136330366446
1474,44.00136330366446
1475,44.00136330366446
1476,44.00136330366446
1477,44.00136330366446
1478,44.00136330366446
1479,44.00136330366446
1480,44.00136330366446
1481,44.00136330366446
1482,44.00136330366446
1483,44.00136330366446
1484,44.00136330366446
1485,44.00136330366446
1486,44.00136330366446
1487,44.00136330366446
1488,44.00136330366446
1489,44.00136330366446
1490,44.00136330366446
1491,44.00136330366446
1492,44.00136330366446
1493,44.00136330366446
1494,44.00136330366446
1495,44.00136330366446
1496,44.00136330366446
1497,44.00136330366446
1498,44.00136330366446
1499,44.00136330366446
1500,44.00136330366446
1501,44.00136330366446
1502,44.00136330366446
1503,44.00136330366446
1504,44.00136330366446
1505,44.00136330366446
1506,44.00136330366446
1507,44.00136330366446
1508,44.00136330366446
1509,44.00136330366446
1510,44.00136330366446
1511,44.00136330366446
1512,44.00136330366446
1513,44.00136330366446
1514,44.00136330366446
1515,44.00136330366446
1516,44.00136330366446
1517,44.00136330366446
1518,44.00136330366446
1519,44.00136330366446
1520,44.00136330366446
1521,44.00136330366446
1522,44.00136330366446
1523,44.00136330366446
1524,43.95305408454017
1525,43.95305408454017
1526,43.95305408454017
1527,43.95305408454017
1528,43.95305408454017
1529,43.95305408454017
1530,43.95305408454017
1531,43.95305408454017
1532,43.95305408454017
1533,43.95305408454017
1534,43.95305408454017
1535,43.95305408454017
1536,43.95305408454017
1537,43.95305408454017
1538,43.623461089382744
1539,43.623461089382744
1540,43.623461089382744
1541,43.623461089382744
1542,43.623461089382744
1543,43.623461089382744
1544,43.623461089382744
1545,43.623461089382744
1546,43.623461089382744
1547,43.623461089382744
1548,43.623461089382744
1549,43.623461089382744
1550,43.623461089382744
1551,43.623461089382744
1552,43.623461089382744
1553,43.623461089382744
1554,43.623461089382744
1555,43.623461089382744
1556,43.623461089382744
1557,43.623461089382744
1558,43.623461089382744
1559,43.623461089382744
1560,43.623461089382744
1561,43.623461089382744
1562,43.623461089382744
1563,43.623461089382744
1564,43.03899381993418
1565,43.03899381993418
1566,43.03899381993418
1567,43.03899381993418
1568,43.03899381993418
1569,43.03899381993418
1570,43.03899381993418
1571,43.03899381993418
1572,43.03899381993418
1573,43.03899381993418
1574,43.03899381993418
1575,43.03899381993418
1576,43.03899381993418
1577,43.03899381993418
1578,43.03899381993418
1579,43.03899381993418
1580,43.03899381993418
1581,43.03899381993418
1582,43.03899381993418
1583,43.03899381993418
1584,43.03899381993418
1585,43.03899381993418
1586,43.03899381993418
1587,43.03899381993418
1588,43.03899381993418
1589,43.03899381993418
1590,43.03899381993418
1591,43.03899381993418
1592,43.03899381993418
1593,43.03899381993418
1594,43.03899381993418
1595,43.03899381993418
1596,43.03899381993418
1597,42.8672049302629
1598,42.8672049302629
1599,42.8672049302629
1600,42.8672049302629
1601,42.8672049302629
1602,42.8672049302629
1603,42.8672049302629
1604,42.8672049302629
1605,42.8672049302629
1606,42.8672049302629
1607,42.8672049302629
1608,42.8672049302629
1609,42.8672049302629
1610,42.8672049302629
1611,42.8672049302629
1612,42.8672049302629
1613,42.8672049302629
1614,42.8672049302629
1615,42.8672049302629
1616,42.8672049302629
1617,42.8672049302629
1618,42.8672049302629
1619,42.8672049302629
1620,42.8672049302629
1621,42.8672049302629
1622,42.8672049302629
1623,42.8672049302629
1624,42.8672049302629
1625,42.8672049302629
1626,42.8672049302629
1627,42.84175255910746
1628,42.84175255910746
1629,42.84175255910746
1630,42.84175255910746
1631,42.84175255910746
1632,42.84175255910746
1633,42.84175255910746
1634,42.84175255910746
1635,42.84175255910746
1636,42.84175255910746
1637,42.84175255910746
1638,42.84175255910746
1639,42.84175255910746
1640,42.84175255910746
1641,42.84175255910746
1642,42.84175255910746
1643,42.84175255910746
1644,42.84175255910746
1645,42.84175255910746
1646,42.84175255910746
1647,42.84175255910746
1648,42.84175255910746
1649,42.84175255910746
1650,42.84175255910746
1651,42.84175255910746
1652,42.84175255910746
1653,42.84175255910746
1654,42.84175255910746
1655,42.84175255910746
1656,42.84175255910746
1657,42.84175255910746
1658,42.84175255910746
1659,42.84175255910746
1660,42.84175255910746
1661,42.84175255910746
1662,42.84175255910746
1663,42.84175255910746
1664,42.84175255910746
1665,42.84175255910746
1666,42.84175255910746
1667,42.84175255910746
1668,42.80643831424379
1669,42.80643831424379
1670,42.80643831424379
1671,42.80643831424379
1672,42.80643831424379
1673,42.80643831424379
1674,42.80643831424379
1675,42.80643831424379
1676,42.80643831424379
1677,42.80643831424379
1678,42.80643831424379
1679,42.80643831424379
1680,42.29893286676052
1681,42.29893286676052
1682,42.29893286676052
1683,42.29893286676052
1684,42.29893286676052
1685,42.29893286676052
1686,42.29893286676052
1687,42.29893286676052
1688,42.29893286676052
1689,42.29893286676052
1690,42.29893286676052
1691,42.29893286676052
1692,42.29893286676052
1693,42.29893286676052
1694,42.29893286676052
1695,42.29893286676052
1696,42.29893286676052
1697,42.29893286676052
1698,42.29893286676052
1699,42.29893286676052
1700,42.29893286676052
1701,42.29893286676052
1702,42.29893286676052
1703,42.29893286676052
1704,42.29893286676052
1705,42.29893286676052
1706,42.29893286676052
1707,42.29893286676052
1708,42.29893286676052
1709,42.29893286676052
1710,42.29893286676052
1711,42.29893286676052
1712,42.29893286676052
1713,42.29893286676052
1714,42.29893286676052
1715,42.23633028718222
1716,42.23633028718222
1717,42.23633028718222
1718,42.23633028718222
1719,42.23633028718222
1720,42.23633028718222
1721,42.23633028718222
1722,42.23633028718222
1723,42.23633028718222
1724,42.23633028718222
1725,42.23633028718222
1726,42.23633028718222
1727,42.23633028718222
1728,42.23633028718222
1729,42.23633028718222
1730,42.23633028718222
1731,42.23633028718222
1732,42.23633028718222
1733,42.23633028718222
1734,42.23633028718222
1735,42.23633028718222
1736,42.23633028718222
1737,42.23633028718222
1738,42.23633028718222
1739,42.23633028718222
1740,42.23633028718222
1741,42.23633028718222
1742,42.23633028718222
1743,42.23633028718222
1744,42.23633028718222
1745,42.23633028718222
1746,42.23633028718222
1747,42.23633028718222
1748,42.23633028718222
1749,41.76432674597802
1750,41.76432674597802
1751,41.76432674597802
1752,41.76432674597802
1753,41.76432674597802
1754,41.76432674597802
1755,41.76432674597802
1756,41.76432674597802
1757,41.76432674597802
1758,41.76432674597802
1759,41.76432674597802
1760,41.76432674597802
1761,41.76432674597802
1762,41.76432674597802
1763,41.76432674597802
1764,41.76432674597802
1765,41.76432674597802
1766,41.76432674597802
1767,41.76432674597802
1768,41.76432674597802
1769,41.76432674597802
1770,41.76432674597802
1771,41.76432674597802
1772,41.76432674597802
1773,41.76432674597802
1774,41.76432674597802
1775,41.76432674597802
1776,41.76432674597802
1777,41.76432674597802
1778,41.76432674597802
1779,41.76432674597802
1780,41.76432674597802
1781,41.76432674597802
1782,41.76432674597802
1783,41.76432674597802
1784,41.76432674597802
1785,41.76432674597802
1786,41.76432674597802
1787,41.76432674597802
1788,41.76432674597802
1789,41.76432674597802
1790,41.76432674597802
1791,41.76432674597802
1792,41.76432674597802
1793,41.76432674597802
1794,41.76432674597802
1795,41.76432674597802
1796,41.76432674597802
1797,41.76432674597802
1798,41.76432674597802
1799,41.76432674597802
1800,41.76432674597802
1801,41.76432674597802
1802,41.76432674597802
1803,41.76432674597802
1804,41.76432674597802
1805,41.76432674597802
1806,41.76432674597802
1807,41.76432674597802
1808,41.76432674597802
1809,41.76432674597802
1810,41.76432674597802
1811,41.76432674597802
1812,41.76432674597802
1813,41.76432674597802
1814,41.76432674597802
1815,41.76432674597802
1816,41.76432674597802
1817,41.76432674597802
1818,41.76432674597802
1819,41.76432674597802
1820,41.76432674597802
1821,41.76432674597802
1822,41.76432674597802
1823,41.76432674597802
1824,41.76432674597802
1825,41.76432674597802
1826,41.76432674597802
1827,41.76432674597802
1828,41.76432674597802
1829,41.76432674597802
1830,41.76432674597802
1831,41.76432674597802
1832,41.76432674597802
1833,41.76432674597802
1834,41.75773160093395
1835,41.75773160093395
1836,41.75773160093395
1837,41.75773160093395
1838,41.75773160093395
1839,41.75773160093395
1840,41.75773160093395
1841,41.75773160093395
1842,41.75773160093395
1843,41.75773160093395
1844,41.75773160093395
1845,41.75773160093395
1846,41.75773160093395
1847,41.75773160093395
1848,41.75773160093395
1849,41.75773160093395
1850,41.75773160093395
1851,41.75773160093395
1852,41.75773160093395
1853,41.75773160093395
1854,41.75773160093395
1855,41.75773160093395
1856,41.75773160093395
1857,41.75773160093395
1858,41.75773160093395
1859,41.75773160093395
1860,41.75773160093395
1861,41.75773160093395
1862,41.75773160093395
1863,41.53980937723357
1864,41.53980937723357
1865,41.53980937723357
1866,41.53980937723357
1867,41.53980937723357
1868,41.53980937723357
1869,41.53980937723357
1870,41.53980937723357
1871,41.53980937723357
1872,41.53980937723357
1873,41.53980937723357
1874,41.53980937723357
1875,41.53980937723357
1876,41.53980937723357
1877,41.53980937723357
1878,41.53980937723357
1879,41.53980937723357
1880,41.53980937723357
1881,41.53980937723357
1882,41.53980937723357
1883,41.53980937723357
1884,41.53980937723357
1885,41.53980937723357
1886,41.53980937723357
1887,41.45852466813098
1888,41.45852466813098
1889,41.45852466813098
1890,41.45852466813098
1891,41.45852466813098
1892,41.45852466813098
1893,41.45852466813098
1894,41.45852466813098
1895,41.45852466813098
1896,41.45852466813098
1897,41.45852466813098
1898,41.45852466813098
1899,41.45852466813098
1900,41.45852466813098
1901,41.45852466813098
1902,41.45852466813098
1903,41.45852466813098
1904,41.45852466813098
1905,41.45852466813098
1906,41.45852466813098
1907,41.45852466813098
1908,41.45852466813098
1909,41.45852466813098
1910,41.45852466813098
1911,41.45852466813098
1912,41.45852466813098
1913,41.45852466813098
1914,41.45852466813098
1915,41.28165231251304
1916,41.28165231251304
1917,41.28165231251304
1918,41.28165231251304
1919,41.28165231251304
1920,41.28165231251304
1921,41.28165231251304
1922,41.28165231251304
1923,41.28165231251304
1924,41.28165231251304
1925,41.28165231251304
1926,41.28165231251304
1927,41.28165231251304
1928,41.28165231251304
1929,41.28165231251304
1930,41.28165231251304
1931,41.28165231251304
1932,41.28165231251304
1933,41.28165231251304
1934,41.28165231251304
1935,41.28165231251304
1936,41.28165231251304
1937,41.28165231251304
1938,41.28165231251304
1939,41.28165231251304
1940,41.28165231251304
1941,41.09346719704424
1942,41.09346719704424
1943,41.09346719704424
1944,41.09346719704424
1945,41.09346719704424
1946,41.09346719704424
1947,41.09346719704424
1948,41.09346719704424
1949,41.09346719704424
1950,41.09346719704424
1951,41.09346719704424
1952,41.09346719704424
1953,41.09346719704424
1954,41.09346719704424
1955,41.09346719704424
1956,41.09346719704424
1957,41.09346719704424
1958,41.09346719704424
1959,41.09346719704424
1960,41.09346719704424
1961,41.09346719704424
1962,41.09346719704424
1963,41.09346719704424
1964,41.09346719704424
1965,41.09346719704424
1966,41.09346719704424
1967,41.09346719704424
1968,41.09346719704424
1969,41.09346719704424
1970,41.09346719704424
1971,41.09346719704424
1972,41.09346719704424
1973,41.09346719704424
1974,41.09346719704424
1975,41.09346719704424
1976,41.09346719704424
1977,41.09346719704424
1978,41.09346719704424
1979,41.018043176720035
1980,41.018043176720035
1981,41.018043176720035
1982,41.018043176720035
1983,40.89342350352869
1984,40.89342350352869
1985,40.89342350352869
1986,40.89342350352869
1987,40.89342350352869
1988,40.89342350352869
1989,40.89342350352869
1990,40.89342350352869
1991,40.89342350352869
1992,40.89342350352869
1993,40.89342350352869
1994,40.89342350352869
1995,40.89342350352869
1996,40.89342350352869
1997,40.89342350352869
1998,40.89342350352869
1999,40.89342350352869
2000,40.89342350352869
2001,40.89342350352869
2002,40.89342350352869
2003,40.89342350352869
2004,40.89342350352869
2005,40.89342350352869
2006,40.89342350352869
2007,40.89342350352869
2008,40.89342350352869
2009,40.89342350352869
2010,40.89342350352869
2011,40.89342350352869
2012,40.89342350352869
2013,40.89342350352869
2014,40.89342350352869
2015,40.89342350352869
2016,40.89342350352869
2017,40.89342350352869
2018,40.89342350352869
2019,40.89342350352869
2020,40.89342350352869
2021,40.89342350352869
2022,40.89342350352869
2023,40.89342350352869
2024,40.89342350352869
2025,40.89342350352869
2026,40.89342350352869
2027,40.89342350352869
2028,40.89342350352869
2029,40.89342350352869
2030,40.89342350352869
2031,40.89342350352869
2032,40.89342350352869
2033,40.89342350352869
2034,40.89342350352869
2035,40.89342350352869
2036,40.89342350352869
2037,40.89342350352869
2038,40.89342350352869
2039,40.89342350352869
2040,40.89342350352869
2041,40.89342350352869
2042,40.876715331339774
2043,40.876715331339774
2044,40.876715331339774
2045,40.876715331339774
2046,40.876715331339774
2047,40.876715331339774
2048,40.876715331339774
2049,40.876715331339774
2050,40.876715331339774
2051,40.876715331339774
2052,40.876715331339774
2053,40.876715331339774
2054,40.876715331339774
2055,40.876715331339774
2056,40.876715331339774
2057,40.876715331339774
2058,40.876715331339774
2059,40.876715331339774
2060,40.876715331339774
2061,40.876715331339774
2062,40.876715331339774
2063,40.876715331339774
2064,40.876715331339774
2065,40.876715331339774
2066,40.876715331339774
2067,40.876715331339774
2068,40.876715331339774
2069,40.876715331339774
2070,40.876715331339774
2071,40.876715331339774
2072,40.876715331339774
2073,40.876715331339774
2074,40.876715331339774
2075,40.876715331339774
2076,40.876715331339774
2077,40.876715331339774
2078,40.876715331339774
2079,40.876715331339774
2080,40.876715331339774
2081,40.876715331339774
2082,40.876715331339774
2083,40.876715331339774
2084,40.876715331339774
2085,40.876715331339774
2086,40.876715331339774
2087,40.876715331339774
2088,40.876715331339774
2089,40.876715331339774
2090,40.876715331339774
2091,40.876715331339774
2092,40.876715331339774
2093,40.876715331339774
2094,40.876715331339774
2095,40.876715331339774
2096,40.876715331339774
2097,40.876715331339774
2098,40.876715331339774
2099,40.876715331339774
2100,40.876715331339774
2101,40.876715331339774
2102,40.876715331339774
2103,40.876715331339774
2104,40.876715331339774
2105,40.876715331339774
2106,40.59080323819387
2107,40.59080323819387
2108,40.59080323819387
2109,40.59080323819387
2110,40.59080323819387
2111,40.59080323819387
2112,40.59080323819387
2113,40.296343104619005
2114,40.296343104619005
2115,40.296343104619005
2116,40.296343104619005
2117,40.296343104619005
2118,40.296343104619005
2119,40.296343104619005
2120,40.296343104619005
2121,40.296343104619005
2122,40.296343104619005
2123,40.296343104619005
2124,40.296343104619005
2125,40.296343104619005
2126,40.296343104619005
2127,40.296343104619005
2128,40.296343104619005
2129,40.296343104619005
2130,40.16320109908054
2131,40.16320109908054
2132,40.16320109908054
2133,40.16320109908054
2134,40.16320109908054
2135,40.16320109908054
2136,40.16320109908054
2137,40.16320109908054
2138,40.16320109908054
2139,39.85673904519983
2140,39.85673904519983
2141,39.85673904519983
2142,39.85673904519983
2143,39.85673904519983
2144,39.81752523104032
2145,39.81752523104032
2146,39.81752523104032
2147,39.81752523104032
2148,39.81752523104032
2149,39.81752523104032
2150,39.81752523104032
2151,39.81752523104032
2152,39.81752523104032
2153,39.81752523104032
2154,39.81752523104032
2155,39.81752523104032
2156,39.81752523104032
2157,39.81752523104032
2158,39.81752523104032
2159,39.81752523104032
2160,39.81752523104032
2161,39.81752523104032
2162,39.81752523104032
2163,39.81752523104032
2164,39.81752523104032
2165,39.81752523104032
2166,39.81752523104032
2167,39.81752523104032
2168,39.81752523104032
2169,39.81752523104032
2170,39.81752523104032
2171,39.81752523104032
2172,39.81752523104032
2173,39.81752523104032
2174,39.81752523104032
2175,39.81752523104032
2176,39.81752523104032
2177,39.81752523104032
2178,39.81752523104032
2179,39.81752523104032
2180,39.81752523104032
2181,39.81752523104032
2182,39.81752523104032
2183,39.81752523104032
2184,39.81752523104032
2185,39.81752523104032
2186,39.81752523104032
2187,39.81752523104032
2188,39.81752523104032
2189,39.81752523104032
2190,39.81752523104032
2191,39.81752523104032
2192,39.81752523104032
2193,39.81752523104032
2194,39.81752523104032
2195,39.81752523104032
2196,39.81752523104032
2197,39.81752523104032
2198,39.81752523104032
2199,39.81752523104032
2200,39.81752523104032
2201,39.81752523104032
2202,39.81752523104032
2203,39.81752523104032
2204,39.81752523104032
2205,39.81752523104032
2206,39.81752523104032
2207,39.81752523104032
2208,39.81752523104032
2209,39.71381342586839
2210,39.71381342586839
2211,39.71381342586839
2212,39.71381342586839
2213,39.71381342586839
2214,39.71381342586839
2215,39.71381342586839
2216,39.71381342586839
2217,39.71381342586839
2218,39.71381342586839
2219,39.71381342586839
2220,39.71381342586839
2221,39.71381342586839
2222,39.71381342586839
2223,39.71381342586839
2224,39.71381342586839
2225,39.71381342586839
2226,39.71381342586839
2227,39.71381342586839
2228,39.71381342586839
2229,39.71381342586839
2230,39.71381342586839
2231,39.71381342586839
2232,39.71381342586839
2233,39.71381342586839
2234,39.71381342586839
2235,39.71381342586839
2236,39.71381342586839
2237,39.71381342586839
2238,39.71381342586839
2239,39.71381342586839
2240,39.71381342586839
2241,39.71381342586839
2242,39.71381342586839
2243,39.71381342586839
2244,39.71381342586839
2245,39.71381342586839
2246,39.71381342586839
2247,39.71381342586839
2248,39.71381342586839
2249,39.71381342586839
2250,39.414548303308976
2251,39.414548303308976
2252,39.414548303308976
2253,39.414548303308976
2254,39.414548303308976
2255,39.414548303308976
2256,39.414548303308976
2257,39.414548303308976
2258,39.414548303308976
2259,39.414548303308976
2260,39.414548303308976
2261,39.414548303308976
2262,39.414548303308976
2263,39.414548303308976
2264,39.414548303308976
2265,39.414548303308976
2266,39.414548303308976
2267,39.414548303308976
2268,39.414548303308976
2269,39.414548303308976
2270,39.414548303308976
2271,39.414548303308976
2272,39.414548303308976
2273,39.414548303308976
2274,39.414548303308976
2275,39.414548303308976
2276,39.414548303308976
2277,39.414548303308976
2278,39.414548303308976
2279,39.414548303308976
2280,39.414548303308976
2281,39.414548303308976
2282,39.414548303308976
2283,39.414548303308976
2284,39.414548303308976
2285,39.414548303308976
2286,39.414548303308976
2287,39.414548303308976
2288,39.414548303308976
2289,39.414548303308976
2290,39.414548303308976
2291,39.414548303308976
2292,39.414548303308976
2293,39.414548303308976
2294,39.414548303308976
2295,39.414548303308976
2296,39.414548303308976
2297,39.414548303308976
2298,39.414548303308976
2299,39.414548303308976
2300,39.414548303308976
2301,39.414548303308976
2302,39.414548303308976
2303,39.414548303308976
2304,39.414548303308976
2305,39.414548303308976
2306,39.414548303308976
2307,39.414548303308976
2308,39.414548303308976
2309,39.414548303308976
2310,39.414548303308976
2311,39.40758853103888
2312,39.40758853103888
2313,39.40758853103888
2314,39.40758853103888
2315,39.40758853103888
2316,39.40758853103888
2317,39.40758853103888
2318,39.012454785897155
2319,39.012454785897155
2320,39.012454785897155
2321,39.012454785897155
2322,39.012454785897155
2323,39.012454785897155
2324,39.012454785897155
2325,39.012454785897155
2326,39.012454785897155
2327,39.012454785897155
2328,39.012454785897155
2329,39.012454785897155
2330,39.012454785897155
2331,39.012454785897155
2332,39.012454785897155
2333,39.012454785897155
2334,39.012454785897155
2335,39.012454785897155
2336,39.012454785897155
2337,39.012454785897155
2338,39.012454785897155
2339,38.84780365712955
2340,38.84780365712955
2341,38.84780365712955
2342,38.84780365712955
2343,38.84780365712955
2344,38.84780365712955
2345,38.647813081349646
2346,38.647813081349646
2347,38.647813081349646
2348,38.647813081349646
2349,38.647813081349646
2350,38.647813081349646
2351,38.647813081349646
2352,38.647813081349646
2353,38.647813081349646
2354,38.647813081349646
2355,38.647813081349646
2356,38.647813081349646
2357,38.647813081349646
2358,38.647813081349646
2359,38.647813081349646
2360,38.647813081349646
2361,38.647813081349646
2362,38.647813081349646
2363,38.647813081349646
2364,38.647813081349646
2365,38.647813081349646
2366,38.647813081349646
2367,38.647813081349646
2368,38.647813081349646
2369,38.647813081349646
2370,38.647813081349646
2371,38.647813081349646
2372,38.647813081349646
2373,38.647813081349646
2374,38.647813081349646
2375,38.647813081349646
2376,38.647813081349646
2377,38.647813081349646
2378,38.647813081349646
2379,38.647813081349646
2380,38.647813081349646
2381,38.647813081349646
2382,38.647813081349646
2383,38.647813081349646
2384,38.647813081349646
2385,38.647813081349646
2386,38.647813081349646
2387,38.647813081349646
2388,38.647813081349646
2389,38.647813081349646
2390,38.647813081349646
2391,38.647813081349646
2392,38.647813081349646
2393,38.647813081349646
2394,38.647813081349646
2395,38.647813081349646
2396,38.647813081349646
2397,38.647813081349646
2398,38.647813081349646
2399,38.647813081349646
2400,38.647813081349646
2401,38.647813081349646
2402,38.647813081349646
2403,38.647813081349646
2404,38.647813081349646
2405,38.647813081349646
2406,38.647813081349646
2407,38.647813081349646
2408,38.647813081349646
2409,38.647813081349646
2410,38.647813081349646
2411,38.647813081349646
2412,38.647813081349646
2413,38.647813081349646
2414,38.647813081349646
2415,38.647813081349646
2416,38.62745119309409
2417,38.62745119309409
2418,38.62745119309409
2419,38.62745119309409
2420,38.62745119309409
2421,38.62745119309409
2422,38.62745119309409
2423,38.62745119309409
2424,38.62745119309409
2425,38.62745119309409
2426,38.62745119309409
2427,38.62745119309409
2428,38.62745119309409
2429,38.62745119309409
2430,38.62745119309409
2431,38.62745119309409
2432,38.62745119309409
2433,38.62745119309409
2434,38.62745119309409
2435,38.62745119309409
2436,38.62745119309409
2437,38.62745119309409
2438,38.62745119309409
2439,38.62745119309409
2440,38.62745119309409
2441,38.62745119309409
2442,38.62745119309409
2443,38.62745119309409
2444,38.62745119309409
2445,38.62745119309409
2446,38.62745119309409
2447,38.62745119309409
2448,38.62745119309409
2449,38.62745119309409
2450,38.62745119309409
2451,38.62745119309409
2452,38.62745119309409
2453,38.62745119309409
2454,38.62745119309409
2455,38.62745119309409
2456,38.62745119309409
2457,38.62745119309409
2458,38.62745119309409
2459,38.62745119309409
2460,38.62745119309409
2461,38.62745119309409
2462,38.62745119309409
2463,38.62745119309409
2464,38.62745119309409
2465,38.62745119309409
2466,38.62745119309409
2467,38.62745119309409
2468,38.62745119309409
2469,38.62745119309409
2470,38.62745119309409
2471,38.62745119309409
2472,38.62745119309409
2473,38.62745119309409
2474,38.62745119309409
2475,38.62745119309409
2476,38.62745119309409
2477,38.62745119309409
2478,38.62745119309409
2479,38.62745119309409
2480,38.62745119309409
2481,38.62745119309409
2482,38.62745119309409
2483,38.62745119309409
2484,38.62745119309409
2485,38.62745119309409
2486,38.62745119309409
2487,38.62745119309409
2488,38.62745119309409
2489,38.62745119309409
2490,38.62745119309409
2491,38.62745119309409
2492,38.62745119309409
2493,38.62745119309409
2494,38.62745119309409
2495,38.62745119309409
2496,38.62745119309409
2497,38.62745119309409
2498,38.62745119309409
2499,38.62745119309409
2500,38.62745119309409
2501,38.62745119309409
2502,38.62745119309409
2503,38.58996662848007
2504,38.58996662848007
2505,38.58996662848007
2506,38.58996662848007
2507,38.58996662848007
2508,38.58996662848007
2509,38.58996662848007
2510,38.58996662848007
2511,38.58996662848007
2512,38.58996662848007
2513,38.58996662848007
2514,38.58996662848007
2515,38.58996662848007
2516,38.58996662848007
2517,38.58996662848007
2518,38.58996662848007
2519,38.58996662848007
2520,38.58996662848007
2521,38.58996662848007
2522,38.58996662848007
2523,38.58996662848007
2524,38.58996662848007
2525,38.58996662848007
2526,38.329791336412775
2527,38.329791336412775
2528,38.329791336412775
2529,38.329791336412775
2530,38.329791336412775
2531,38.329791336412775
2532,38.329791336412775
2533,38.329791336412775
2534,38.329791336412775
2535,38.329791336412775
2536,38.329791336412775
2537,38.329791336412775
2538,38.329791336412775
2539,38.329791336412775
2540,38.329791336412775
2541,38.329791336412775
2542,38.329791336412775
2543,38.329791336412775
2544,38.329791336412775
2545,38.329791336412775
2546,38.329791336412775
2547,38.329791336412775
2548,38.329791336412775
2549,38.329791336412775
2550,38.329791336412775
2551,38.329791336412775
2552,38.329791336412775
2553,38.329791336412775
2554,38.329791336412775
2555,38.329791336412775
2556,38.329791336412775
2557,38.329791336412775
2558,38.329791336412775
2559,38.329791336412775
2560,38.329791336412775
2561,38.329791336412775
2562,38.329791336412775
2563,38.329791336412775
2564,38.329791336412775
2565,38.329791336412775
2566,38.329791336412775
2567,38.329791336412775
2568,38.329791336412775
2569,38.329791336412775
2570,38.329791336412775
2571,38.329791336412775
2572,38.329791336412775
2573,38.329791336412775
2574,38.329791336412775
2575,38.329791336412775
2576,38.329791336412775
2577,38.329791336412775
2578,38.329791336412775
2579,38.329791336412775
2580,38.329791336412775
2581,38.329791336412775
2582,38.329791336412775
2583,38.329791336412775
2584,38.329791336412775
2585,38.329791336412775
2586,38.329791336412775
2587,38.329791336412775
2588,38.329791336412775
2589,38.329791336412775
2590,38.329791336412775
2591,38.329791336412775
2592,38.329791336412775
2593,38.329791336412775
2594,38.329791336412775
2595,38.329791336412775
2596,38.329791336412775
2597,38.329791336412775
2598,38.329791336412775
2599,38.329791336412775
2600,38.329791336412775
2601,38.329791336412775
2602,38.329791336412775
2603,38.329791336412775
2604,38.329791336412775
2605,38.329791336412775
2606,38.329791336412775
2607,38.329791336412775
2608,38.329791336412775
2609,38.329791336412775
2610,38.329791336412775
2611,38.329791336412775
2612,38.329791336412775
2613,38.329791336412775
2614,38.329791336412775
2615,38.329791336412775
2616,38.329791336412775
2617,38.329791336412775
2618,38.329791336412775
2619,38.329791336412775
2620,38.329791336412775
2621,38.329791336412775
2622,38.329791336412775
2623,38.329791336412775
2624,38.329791336412775
2625,38.329791336412775
2626,38.329791336412775
2627,38.329791336412775
2628,38.329791336412775
2629,38.329791336412775
2630,38.329791336412775
2631,38.329791336412775
