,"w=0.7,a1=a2=2"
409,55.31289438054659
410,55.31289438054659
411,55.1593182624778
412,55.1593182624778
413,55.1593182624778
414,55.1593182624778
415,55.1593182624778
416,55.1148366387983
417,55.1148366387983
418,54.92858447036217
419,54.5252226019286
420,54.5252226019286
421,54.5252226019286
422,54.5252226019286
423,53.82336213202162
424,53.82336213202162
425,53.82336213202162
426,53.82336213202162
427,53.82336213202162
428,53.82336213202162
429,53.82336213202162
430,53.82336213202162
431,53.79622657949808
432,53.79622657949808
433,53.79622657949808
434,53.12151616072976
435,53.12151616072976
436,53.12151616072976
437,53.12151616072976
438,53.12151616072976
439,53.12151616072976
440,53.12151616072976
441,53.12151616072976
442,53.12151616072976
443,53.12151616072976
444,52.93136186355364
445,52.93136186355364
446,52.93136186355364
447,52.93136186355364
448,52.93136186355364
449,52.887250704643506
450,52.887250704643506
451,52.887250704643506
452,52.887250704643506
453,52.887250704643506
454,52.887250704643506
455,52.887250704643506
456,52.887250704643506
457,52.887250704643506
458,52.887250704643506
459,52.84778422997136
460,52.84778422997136
461,52.84778422997136
462,52.84778422997136
463,52.84778422997136
464,52.84778422997136
465,52.84778422997136
466,52.84778422997136
467,52.84778422997136
468,52.84778422997136
469,52.84778422997136
470,52.84778422997136
471,52.79310073660546
472,52.79310073660546
473,52.79310073660546
474,52.79310073660546
475,52.43383159171359
476,52.43383159171359
477,52.43383159171359
478,52.43383159171359
479,52.416719691548266
480,52.28519766693426
481,52.28519766693426
482,52.28519766693426
483,52.28519766693426
484,52.28519766693426
485,52.28519766693426
486,52.28519766693426
487,52.28519766693426
488,52.28519766693426
489,52.28519766693426
490,52.28519766693426
491,52.28519766693426
492,52.28519766693426
493,52.09787444355313
494,52.09787444355313
495,51.903560475686916
496,51.818582735652576
497,51.818582735652576
498,51.818582735652576
499,51.818582735652576
500,51.818582735652576
501,51.818582735652576
502,51.818582735652576
503,51.818582735652576
504,51.818582735652576
505,51.818582735652576
506,51.818582735652576
507,51.818582735652576
508,51.818582735652576
509,51.818582735652576
510,51.818582735652576
511,51.818582735652576
512,51.818582735652576
513,51.818582735652576
514,51.818582735652576
515,51.818582735652576
516,51.818582735652576
517,51.818582735652576
518,51.818582735652576
519,51.818582735652576
520,51.818582735652576
521,51.818582735652576
522,51.818582735652576
523,51.818582735652576
524,51.818582735652576
525,51.818582735652576
526,51.818582735652576
527,51.818582735652576
528,51.43969948653193
529,51.43969948653193
530,51.43969948653193
531,51.43969948653193
532,51.43969948653193
533,51.43969948653193
534,51.43969948653193
535,51.43969948653193
536,51.43969948653193
537,51.42283372911057
538,51.42283372911057
539,51.42283372911057
540,51.42283372911057
541,51.42283372911057
542,51.42283372911057
543,51.42283372911057
544,51.42283372911057
545,51.42283372911057
546,51.42283372911057
547,51.42283372911057
548,51.42283372911057
549,51.42283372911057
550,51.42283372911057
551,51.4198447931582
552,51.4198447931582
553,51.4198447931582
554,51.4198447931582
555,51.4198447931582
556,51.4198447931582
557,51.4198447931582
558,51.4198447931582
559,51.4198447931582
560,51.4198447931582
561,51.4198447931582
562,51.4198447931582
563,51.4198447931582
564,51.4198447931582
565,51.4198447931582
566,51.4198447931582
567,51.4198447931582
568,50.89550094970805
569,50.89550094970805
570,50.89550094970805
571,50.89550094970805
572,50.89550094970805
573,50.89550094970805
574,50.89550094970805
575,50.89550094970805
576,50.83377849793457
577,50.83377849793457
578,50.83377849793457
579,50.83377849793457
580,50.83377849793457
581,50.83377849793457
582,50.83377849793457
583,50.83377849793457
584,50.83377849793457
585,50.83377849793457
586,50.83377849793457
587,50.83377849793457
588,50.83377849793457
589,50.83377849793457
590,50.83377849793457
591,50.83377849793457
592,50.83377849793457
593,50.83377849793457
594,50.83377849793457
595,50.83377849793457
596,50.83377849793457
597,50.83377849793457
598,50.83377849793457
599,50.83377849793457
600,50.83377849793457
601,50.83377849793457
602,50.81247093272429
603,50.81247093272429
604,50.81247093272429
605,50.81247093272429
606,50.81247093272429
607,50.81247093272429
608,50.81247093272429
609,50.81247093272429
610,50.81247093272429
611,50.47937739855773
612,50.47937739855773
613,50.467155669452794
614,50.467155669452794
615,50.467155669452794
616,50.467155669452794
617,50.467155669452794
618,50.467155669452794
619,50.46118924798592
620,50.46118924798592
621,50.46118924798592
622,50.46118924798592
623,50.46118924798592
624,50.41836824947161
625,50.41836824947161
626,50.41836824947161
627,50.41836824947161
628,50.41836824947161
629,50.41836824947161
630,50.41836824947161
631,50.41836824947161
632,50.41836824947161
633,50.35234786405493
634,50.35234786405493
635,50.35234786405493
636,50.35234786405493
637,50.35234786405493
638,50.35234786405493
639,50.35234786405493
640,50.35234786405493
641,50.35234786405493
642,50.35234786405493
643,50.35234786405493
644,50.35234786405493
645,50.35234786405493
646,50.280193428914416
647,50.280193428914416
648,50.280193428914416
649,50.280193428914416
650,50.280193428914416
651,50.280193428914416
652,50.18634538772736
653,49.9853258147114
654,49.9853258147114
655,49.9853258147114
656,49.9853258147114
657,49.9853258147114
658,49.9853258147114
659,49.9853258147114
660,49.9853258147114
661,49.9853258147114
662,49.9853258147114
663,49.9853258147114
664,49.9853258147114
665,49.9853258147114
666,49.88925425080242
667,49.88925425080242
668,49.88925425080242
669,49.76082438571463
670,49.76082438571463
671,49.76082438571463
672,49.76082438571463
673,49.76082438571463
674,49.76082438571463
675,49.76082438571463
676,49.76082438571463
677,49.76082438571463
678,49.76082438571463
679,49.76082438571463
680,49.76082438571463
681,49.76082438571463
682,49.76082438571463
683,49.76082438571463
684,49.76082438571463
685,49.76082438571463
686,49.76082438571463
687,49.76082438571463
688,49.76082438571463
689,49.76082438571463
690,49.76082438571463
691,49.76082438571463
692,49.76082438571463
693,49.76082438571463
694,49.76082438571463
695,49.76082438571463
696,49.76082438571463
697,49.76082438571463
698,49.76082438571463
699,49.76082438571463
700,49.76082438571463
701,49.76082438571463
702,49.76082438571463
703,49.76082438571463
704,49.76082438571463
705,49.47281837701311
706,49.47281837701311
707,49.47281837701311
708,49.47281837701311
709,49.47281837701311
710,49.47281837701311
711,49.47281837701311
712,49.47281837701311
713,49.47281837701311
714,49.47281837701311
715,49.47281837701311
716,49.47281837701311
717,49.47281837701311
718,49.14288795606935
719,49.14288795606935
720,49.14288795606935
721,49.14288795606935
722,49.14288795606935
723,49.14288795606935
724,49.14288795606935
725,49.14288795606935
726,49.14288795606935
727,49.14288795606935
728,49.14288795606935
729,49.14288795606935
730,49.14288795606935
731,49.14288795606935
732,49.14288795606935
733,49.14288795606935
734,49.14288795606935
735,49.14288795606935
736,49.14288795606935
737,49.14288795606935
738,49.14288795606935
739,49.14288795606935
740,49.14288795606935
741,49.14288795606935
742,49.142412804624854
743,49.142412804624854
744,49.142412804624854
745,49.142412804624854
746,49.142412804624854
747,49.142412804624854
748,49.142412804624854
749,49.142412804624854
750,49.142412804624854
751,49.142412804624854
752,49.142412804624854
753,49.142412804624854
754,49.142412804624854
755,49.142412804624854
756,49.142412804624854
757,49.142412804624854
758,49.142412804624854
759,48.9111539441972
760,48.9111539441972
761,48.9111539441972
762,48.9111539441972
763,48.9111539441972
764,48.661898985645436
765,48.661898985645436
766,48.661898985645436
767,48.661898985645436
768,48.661898985645436
769,48.661898985645436
770,48.661898985645436
771,48.661898985645436
772,48.661898985645436
773,48.661898985645436
774,48.661898985645436
775,48.661898985645436
776,48.661898985645436
777,48.661898985645436
778,48.661898985645436
779,48.07709604516219
780,48.07709604516219
781,48.07709604516219
782,48.07709604516219
783,48.04922948766672
784,48.04922948766672
785,48.04922948766672
786,48.04922948766672
787,48.04922948766672
788,48.04922948766672
789,48.04922948766672
790,48.04922948766672
791,48.04922948766672
792,48.04922948766672
793,48.04922948766672
794,48.04922948766672
795,48.04922948766672
796,48.04922948766672
797,48.04922948766672
798,48.04922948766672
799,48.04922948766672
800,48.04922948766672
801,48.04922948766672
802,48.04922948766672
803,48.04922948766672
804,48.04922948766672
805,48.04922948766672
806,48.04922948766672
807,48.04922948766672
808,48.04922948766672
809,48.04922948766672
810,48.04922948766672
811,48.04922948766672
812,48.04922948766672
813,48.04922948766672
814,48.04922948766672
815,48.04922948766672
816,48.04922948766672
817,48.04922948766672
818,48.04922948766672
819,48.04922948766672
820,48.04922948766672
821,48.04922948766672
822,48.04922948766672
823,48.04922948766672
824,48.04922948766672
825,48.04922948766672
826,48.04922948766672
827,48.04922948766672
828,48.04922948766672
829,48.04922948766672
830,48.04922948766672
831,48.04922948766672
832,48.04922948766672
833,48.04922948766672
834,48.04922948766672
835,48.04922948766672
836,48.04922948766672
837,48.04922948766672
838,48.04922948766672
839,48.04922948766672
840,48.04922948766672
841,48.04922948766672
842,48.04922948766672
843,48.04922948766672
844,48.04922948766672
845,48.04922948766672
846,48.04922948766672
847,47.969863712790946
848,47.969863712790946
849,47.969863712790946
850,47.969863712790946
851,47.969863712790946
852,47.969863712790946
853,47.969863712790946
854,47.969863712790946
855,47.969863712790946
856,47.969863712790946
857,47.969863712790946
858,47.969863712790946
859,47.89134429096767
860,47.89134429096767
861,47.89134429096767
862,47.89134429096767
863,47.89134429096767
864,47.89134429096767
865,47.89134429096767
866,47.89134429096767
867,47.89134429096767
868,47.89134429096767
869,47.789735826236445
870,47.789735826236445
871,47.789735826236445
872,47.789735826236445
873,47.789735826236445
874,47.789735826236445
875,47.789735826236445
876,47.789735826236445
877,47.789735826236445
878,47.789735826236445
879,47.789735826236445
880,47.789735826236445
881,47.77572643228362
882,47.722216483630454
883,47.722216483630454
884,47.722216483630454
885,47.722216483630454
886,47.722216483630454
887,47.722216483630454
888,47.722216483630454
889,47.722216483630454
890,47.722216483630454
891,47.722216483630454
892,47.722216483630454
893,47.722216483630454
894,47.722216483630454
895,47.722216483630454
896,47.722216483630454
897,47.722216483630454
898,47.722216483630454
899,47.722216483630454
900,47.722216483630454
901,47.722216483630454
902,47.722216483630454
903,47.722216483630454
904,47.722216483630454
905,47.722216483630454
906,47.722216483630454
907,47.722216483630454
908,47.722216483630454
909,47.722216483630454
910,47.722216483630454
911,47.722216483630454
912,47.722216483630454
913,47.722216483630454
914,47.722216483630454
915,47.696824278496464
916,47.696824278496464
917,47.696824278496464
918,47.696824278496464
919,47.696824278496464
920,47.696824278496464
921,47.696824278496464
922,47.696824278496464
923,47.66674495503308
924,47.66674495503308
925,47.66674495503308
926,47.66674495503308
927,47.66674495503308
928,47.66674495503308
929,47.66674495503308
930,47.66674495503308
931,47.66674495503308
932,47.66674495503308
933,47.66674495503308
934,47.66674495503308
935,47.66674495503308
936,47.66674495503308
937,47.66674495503308
938,47.66674495503308
939,47.66674495503308
940,47.66674495503308
941,47.66674495503308
942,47.66674495503308
943,47.66674495503308
944,47.66674495503308
945,47.66674495503308
946,47.66674495503308
947,47.66674495503308
948,47.66674495503308
949,47.66674495503308
950,47.66674495503308
951,47.66674495503308
952,47.66674495503308
953,47.61247774886349
954,47.61247774886349
955,47.61247774886349
956,47.61247774886349
957,47.61247774886349
958,47.61247774886349
959,47.61247774886349
960,47.61247774886349
961,47.61247774886349
962,47.61247774886349
963,47.61247774886349
964,47.61247774886349
965,47.61247774886349
966,47.61247774886349
967,47.61247774886349
968,47.61247774886349
969,47.61247774886349
970,47.61247774886349
971,47.61247774886349
972,47.61247774886349
973,47.606349555413495
974,47.606349555413495
975,47.606349555413495
976,47.606349555413495
977,47.606349555413495
978,47.606349555413495
979,47.606349555413495
980,47.606349555413495
981,47.606349555413495
982,47.606349555413495
983,47.606349555413495
984,47.606349555413495
985,47.606349555413495
986,47.606349555413495
987,47.606349555413495
988,47.606349555413495
989,47.606349555413495
990,47.606349555413495
991,47.239301759875914
992,47.2360533066809
993,47.2360533066809
994,47.2360533066809
995,47.18940547109166
996,47.18940547109166
997,47.18940547109166
998,47.18940547109166
999,47.18940547109166
1000,47.18940547109166
1001,47.18940547109166
1002,47.18940547109166
1003,47.18940547109166
1004,47.18940547109166
1005,47.18940547109166
1006,46.96429631661329
1007,46.96429631661329
1008,46.96429631661329
1009,46.950652796790514
1010,46.950652796790514
1011,46.950652796790514
1012,46.93901834194623
1013,46.93901834194623
1014,46.93901834194623
1015,46.93901834194623
1016,46.93901834194623
1017,46.93901834194623
1018,46.93901834194623
1019,46.93901834194623
1020,46.93901834194623
1021,46.93901834194623
1022,46.93901834194623
1023,46.93901834194623
1024,46.93901834194623
1025,46.93901834194623
1026,46.93901834194623
1027,46.93901834194623
1028,46.93901834194623
1029,46.93901834194623
1030,46.93901834194623
1031,46.93901834194623
1032,46.93901834194623
1033,46.93901834194623
1034,46.93901834194623
1035,46.93901834194623
1036,46.93901834194623
1037,46.93901834194623
1038,46.93901834194623
1039,46.93901834194623
1040,46.93901834194623
1041,46.93901834194623
1042,46.93901834194623
1043,46.93901834194623
1044,46.93901834194623
1045,46.93901834194623
1046,46.93901834194623
1047,46.93901834194623
1048,46.93901834194623
1049,46.93901834194623
1050,46.93901834194623
1051,46.93901834194623
1052,46.93901834194623
1053,46.93901834194623
1054,46.93901834194623
1055,46.69748923135746
1056,46.69748923135746
1057,46.69748923135746
1058,46.69748923135746
1059,46.69748923135746
1060,46.69748923135746
1061,46.69748923135746
1062,46.69748923135746
1063,46.69748923135746
1064,46.69748923135746
1065,46.69748923135746
1066,46.69748923135746
1067,46.69748923135746
1068,46.69748923135746
1069,46.69748923135746
1070,46.69748923135746
1071,46.402794598294875
1072,46.402794598294875
1073,46.402794598294875
1074,46.402794598294875
1075,46.402794598294875
1076,46.402794598294875
1077,46.402794598294875
1078,46.402794598294875
1079,46.402794598294875
1080,46.402794598294875
1081,46.402794598294875
1082,46.402794598294875
1083,46.402794598294875
1084,46.402794598294875
1085,46.402794598294875
1086,46.402794598294875
1087,46.402794598294875
1088,46.402794598294875
1089,46.402794598294875
1090,46.402794598294875
1091,46.402794598294875
1092,46.402794598294875
1093,46.402794598294875
1094,46.402794598294875
1095,46.402794598294875
1096,46.402794598294875
1097,46.402794598294875
1098,46.402794598294875
1099,46.402794598294875
1100,46.402794598294875
1101,46.402794598294875
1102,46.402794598294875
1103,46.402794598294875
1104,46.402794598294875
1105,46.402794598294875
1106,46.402794598294875
1107,46.402794598294875
1108,46.402794598294875
1109,46.402794598294875
1110,46.402794598294875
1111,46.402794598294875
1112,46.402794598294875
1113,46.402794598294875
1114,46.402794598294875
1115,46.402794598294875
1116,46.402794598294875
1117,46.402794598294875
1118,46.402794598294875
1119,46.402794598294875
1120,46.402794598294875
1121,46.402794598294875
1122,46.402794598294875
1123,46.402794598294875
1124,46.402794598294875
1125,46.402794598294875
1126,46.402794598294875
1127,46.402794598294875
1128,46.402794598294875
1129,46.402794598294875
1130,46.402794598294875
1131,46.402794598294875
1132,46.402794598294875
1133,46.402794598294875
1134,46.402794598294875
1135,46.402794598294875
1136,46.402794598294875
1137,46.374113064747434
1138,46.374113064747434
1139,46.374113064747434
1140,46.374113064747434
1141,46.374113064747434
1142,46.374113064747434
1143,46.374113064747434
1144,46.374113064747434
1145,46.374113064747434
1146,46.374113064747434
1147,46.374113064747434
1148,46.374113064747434
1149,46.374113064747434
1150,46.374113064747434
1151,46.16729289245757
1152,46.16729289245757
1153,46.16729289245757
1154,46.16729289245757
1155,45.865157989887834
1156,45.865157989887834
1157,45.865157989887834
1158,45.865157989887834
1159,45.865157989887834
1160,45.865157989887834
1161,45.865157989887834
1162,45.865157989887834
1163,45.865157989887834
1164,45.865157989887834
1165,45.865157989887834
1166,45.865157989887834
1167,45.865157989887834
1168,45.865157989887834
1169,45.865157989887834
1170,45.865157989887834
1171,45.865157989887834
1172,45.865157989887834
1173,45.865157989887834
1174,45.865157989887834
1175,45.865157989887834
1176,45.865157989887834
1177,45.865157989887834
1178,45.865157989887834
1179,45.865157989887834
1180,45.865157989887834
1181,45.865157989887834
1182,45.865157989887834
1183,45.865157989887834
1184,45.865157989887834
1185,45.865157989887834
1186,45.865157989887834
1187,45.865157989887834
1188,45.75175910849307
1189,45.75175910849307
1190,45.75175910849307
1191,45.75175910849307
1192,45.75175910849307
1193,45.75175910849307
1194,45.75175910849307
1195,45.75175910849307
1196,45.75175910849307
1197,45.75175910849307
1198,45.75175910849307
1199,45.75175910849307
1200,45.75175910849307
1201,45.75175910849307
1202,45.75175910849307
1203,45.75175910849307
1204,45.75175910849307
1205,45.75175910849307
1206,45.75175910849307
1207,45.632859254718156
1208,45.632859254718156
1209,45.632859254718156
1210,45.632859254718156
1211,45.632859254718156
1212,45.632859254718156
1213,45.632859254718156
1214,45.632859254718156
1215,45.632859254718156
1216,45.632859254718156
1217,45.632859254718156
1218,45.632859254718156
1219,45.632859254718156
1220,45.632859254718156
1221,45.632859254718156
1222,45.632859254718156
1223,45.632859254718156
1224,45.632859254718156
1225,45.632859254718156
1226,45.632859254718156
1227,45.632859254718156
1228,45.632859254718156
1229,45.632859254718156
1230,45.632859254718156
1231,45.632859254718156
1232,45.39721801217028
1233,45.39721801217028
1234,45.39721801217028
1235,45.39721801217028
1236,45.32415051915593
1237,45.32415051915593
1238,45.32415051915593
1239,45.32415051915593
1240,45.28792055861724
1241,45.28792055861724
1242,45.28792055861724
1243,45.28792055861724
1244,45.28792055861724
1245,45.28792055861724
1246,45.28792055861724
1247,45.28792055861724
1248,45.28792055861724
1249,45.28792055861724
1250,45.28792055861724
1251,45.28792055861724
1252,45.28792055861724
1253,45.28792055861724
1254,45.28792055861724
1255,44.970166643013606
1256,44.970166643013606
1257,44.970166643013606
1258,44.970166643013606
1259,44.970166643013606
1260,44.970166643013606
1261,44.970166643013606
1262,44.970166643013606
1263,44.970166643013606
1264,44.970166643013606
1265,44.970166643013606
1266,44.970166643013606
1267,44.970166643013606
1268,44.970166643013606
1269,44.970166643013606
1270,44.970166643013606
1271,44.970166643013606
1272,44.970166643013606
1273,44.970166643013606
1274,44.970166643013606
1275,44.970166643013606
1276,44.970166643013606
1277,44.970166643013606
1278,44.970166643013606
1279,44.970166643013606
1280,44.970166643013606
1281,44.970166643013606
1282,44.970166643013606
1283,44.970166643013606
1284,44.970166643013606
1285,44.970166643013606
1286,44.970166643013606
1287,44.970166643013606
1288,44.970166643013606
1289,44.970166643013606
1290,44.970166643013606
1291,44.970166643013606
1292,44.970166643013606
1293,44.970166643013606
1294,44.970166643013606
1295,44.970166643013606
1296,44.970166643013606
1297,44.970166643013606
1298,44.970166643013606
1299,44.970166643013606
1300,44.970166643013606
1301,44.970166643013606
1302,44.970166643013606
1303,44.970166643013606
1304,44.970166643013606
1305,44.970166643013606
1306,44.970166643013606
1307,44.970166643013606
1308,44.970166643013606
1309,44.970166643013606
1310,44.970166643013606
1311,44.970166643013606
1312,44.970166643013606
1313,44.970166643013606
1314,44.970166643013606
1315,44.970166643013606
1316,44.970166643013606
1317,44.970166643013606
1318,44.970166643013606
1319,44.970166643013606
1320,44.970166643013606
1321,44.970166643013606
1322,44.970166643013606
1323,44.970166643013606
1324,44.970166643013606
1325,44.970166643013606
1326,44.970166643013606
1327,44.970166643013606
1328,44.970166643013606
1329,44.970166643013606
1330,44.970166643013606
1331,44.970166643013606
1332,44.970166643013606
1333,44.970166643013606
1334,44.970166643013606
1335,44.970166643013606
1336,44.970166643013606
1337,44.970166643013606
1338,44.970166643013606
1339,44.970166643013606
1340,44.970166643013606
1341,44.970166643013606
1342,44.970166643013606
1343,44.970166643013606
1344,44.970166643013606
1345,44.970166643013606
1346,44.970166643013606
1347,44.970166643013606
1348,44.970166643013606
1349,44.970166643013606
1350,44.970166643013606
1351,44.970166643013606
1352,44.970166643013606
1353,44.970166643013606
1354,44.86659565211097
1355,44.86659565211097
1356,44.77163895262058
1357,44.77163895262058
1358,44.77163895262058
1359,44.77163895262058
1360,44.77163895262058
